WTMP,site,DateTimeStamp
18.32,hmi2,8/21/2018 7:01
18.44,hmi2,8/21/2018 8:16
18.61,hmi2,8/21/2018 9:31
18.7,hmi2,8/21/2018 10:46
18.78,hmi2,8/21/2018 12:01
18.46,hmi2,8/21/2018 13:16
18.04,hmi2,8/21/2018 14:31
17.34,hmi2,8/21/2018 15:46
16.69,hmi2,8/21/2018 17:01
17.54,hmi2,8/21/2018 18:16
18.54,hmi2,8/21/2018 19:31
19.21,hmi2,8/21/2018 20:46
19,hmi2,8/21/2018 22:01
19.04,hmi2,8/21/2018 23:16
19.35,hmi2,8/21/2018 0:01
19.29,hmi2,8/21/2018 0:16
19.51,hmi2,8/21/2018 0:31
19.42,hmi2,8/21/2018 1:01
19.28,hmi2,8/21/2018 1:16
19.24,hmi2,8/21/2018 1:31
19.23,hmi2,8/21/2018 1:46
18.8,hmi2,8/21/2018 2:16
18.68,hmi2,8/21/2018 2:31
18.55,hmi2,8/21/2018 2:46
18.45,hmi2,8/21/2018 3:01
18.02,hmi2,8/21/2018 3:31
17.98,hmi2,8/21/2018 3:46
17.85,hmi2,8/21/2018 4:01
17.77,hmi2,8/21/2018 4:16
17.77,hmi2,8/21/2018 4:46
18.02,hmi2,8/21/2018 5:01
18.2,hmi2,8/21/2018 5:16
18.01,hmi2,8/21/2018 5:31
18.2,hmi2,8/21/2018 6:01
18.27,hmi2,8/21/2018 6:16
18.38,hmi2,8/21/2018 6:31
18.33,hmi2,8/21/2018 6:46
18.38,hmi2,8/21/2018 7:16
18.37,hmi2,8/21/2018 7:31
18.51,hmi2,8/21/2018 7:46
18.39,hmi2,8/21/2018 8:01
18.49,hmi2,8/21/2018 8:31
18.45,hmi2,8/21/2018 8:46
18.51,hmi2,8/21/2018 9:01
18.63,hmi2,8/21/2018 9:16
18.68,hmi2,8/21/2018 9:46
18.71,hmi2,8/21/2018 10:01
18.76,hmi2,8/21/2018 10:16
18.75,hmi2,8/21/2018 10:31
18.72,hmi2,8/21/2018 11:01
18.77,hmi2,8/21/2018 11:16
18.8,hmi2,8/21/2018 11:31
18.81,hmi2,8/21/2018 11:46
18.75,hmi2,8/21/2018 12:16
18.68,hmi2,8/21/2018 12:31
18.64,hmi2,8/21/2018 12:46
18.57,hmi2,8/21/2018 13:01
18.28,hmi2,8/21/2018 13:31
18.2,hmi2,8/21/2018 13:46
18.13,hmi2,8/21/2018 14:01
18.09,hmi2,8/21/2018 14:16
17.93,hmi2,8/21/2018 14:46
17.74,hmi2,8/21/2018 15:01
17.66,hmi2,8/21/2018 15:16
17.53,hmi2,8/21/2018 15:31
17.09,hmi2,8/21/2018 16:01
16.94,hmi2,8/21/2018 16:16
16.87,hmi2,8/21/2018 16:31
16.82,hmi2,8/21/2018 16:46
16.82,hmi2,8/21/2018 17:16
16.75,hmi2,8/21/2018 17:31
16.84,hmi2,8/21/2018 17:46
16.96,hmi2,8/21/2018 18:01
17.7,hmi2,8/21/2018 18:31
17.81,hmi2,8/21/2018 18:46
17.78,hmi2,8/21/2018 19:01
18.32,hmi2,8/21/2018 19:16
18.58,hmi2,8/21/2018 19:46
18.73,hmi2,8/21/2018 20:01
18.95,hmi2,8/21/2018 20:16
19.16,hmi2,8/21/2018 20:31
19.24,hmi2,8/21/2018 21:01
19.27,hmi2,8/21/2018 21:16
19.27,hmi2,8/21/2018 21:31
19.28,hmi2,8/21/2018 21:46
18.98,hmi2,8/21/2018 22:16
19.03,hmi2,8/21/2018 22:31
19.04,hmi2,8/21/2018 22:46
19,hmi2,8/21/2018 23:01
19.17,hmi2,8/21/2018 23:31
19.44,hmi2,8/21/2018 23:46
19.48,hmi2,8/22/2018 0:31
19.7,hmi2,8/22/2018 1:46
19.26,hmi2,8/22/2018 3:01
18.58,hmi2,8/22/2018 4:16
18.45,hmi2,8/22/2018 5:31
18.46,hmi2,8/22/2018 6:46
18.16,hmi2,8/22/2018 8:01
18.59,hmi2,8/22/2018 9:16
18.87,hmi2,8/22/2018 10:31
18.9,hmi2,8/22/2018 11:46
18.73,hmi2,8/22/2018 13:01
18.4,hmi2,8/22/2018 14:16
17.8,hmi2,8/22/2018 15:31
16.88,hmi2,8/22/2018 16:46
16.46,hmi2,8/22/2018 18:01
17.19,hmi2,8/22/2018 19:16
18.17,hmi2,8/22/2018 20:31
18.85,hmi2,8/22/2018 21:46
18.59,hmi2,8/22/2018 23:01
19.56,hmi2,8/22/2018 0:01
19.56,hmi2,8/22/2018 0:16
19.63,hmi2,8/22/2018 0:46
19.55,hmi2,8/22/2018 1:01
19.48,hmi2,8/22/2018 1:16
19.58,hmi2,8/22/2018 1:31
19.62,hmi2,8/22/2018 2:01
19.49,hmi2,8/22/2018 2:16
19.43,hmi2,8/22/2018 2:31
19.38,hmi2,8/22/2018 2:46
19.09,hmi2,8/22/2018 3:16
18.89,hmi2,8/22/2018 3:31
18.76,hmi2,8/22/2018 3:46
18.68,hmi2,8/22/2018 4:01
18.42,hmi2,8/22/2018 4:31
18.29,hmi2,8/22/2018 4:46
18.2,hmi2,8/22/2018 5:01
18.1,hmi2,8/22/2018 5:16
18.07,hmi2,8/22/2018 5:46
18.59,hmi2,8/22/2018 6:01
18.7,hmi2,8/22/2018 6:16
18.28,hmi2,8/22/2018 6:31
18.53,hmi2,8/22/2018 7:01
18.26,hmi2,8/22/2018 7:16
18.31,hmi2,8/22/2018 7:31
18.26,hmi2,8/22/2018 7:46
18.33,hmi2,8/22/2018 8:16
18.39,hmi2,8/22/2018 8:31
18.56,hmi2,8/22/2018 8:46
18.62,hmi2,8/22/2018 9:01
18.74,hmi2,8/22/2018 9:31
18.6,hmi2,8/22/2018 9:46
18.76,hmi2,8/22/2018 10:01
18.83,hmi2,8/22/2018 10:16
18.88,hmi2,8/22/2018 10:46
18.9,hmi2,8/22/2018 11:01
18.93,hmi2,8/22/2018 11:16
18.91,hmi2,8/22/2018 11:31
18.88,hmi2,8/22/2018 12:01
18.89,hmi2,8/22/2018 12:16
18.86,hmi2,8/22/2018 12:31
18.81,hmi2,8/22/2018 12:46
18.65,hmi2,8/22/2018 13:16
18.57,hmi2,8/22/2018 13:31
18.52,hmi2,8/22/2018 13:46
18.47,hmi2,8/22/2018 14:01
18.34,hmi2,8/22/2018 14:31
18.18,hmi2,8/22/2018 14:46
18.07,hmi2,8/22/2018 15:01
17.94,hmi2,8/22/2018 15:16
17.58,hmi2,8/22/2018 15:46
17.46,hmi2,8/22/2018 16:01
17.34,hmi2,8/22/2018 16:16
17.09,hmi2,8/22/2018 16:31
16.67,hmi2,8/22/2018 17:01
16.52,hmi2,8/22/2018 17:16
16.51,hmi2,8/22/2018 17:31
16.53,hmi2,8/22/2018 17:46
16.47,hmi2,8/22/2018 18:16
16.57,hmi2,8/22/2018 18:31
16.72,hmi2,8/22/2018 18:46
17.02,hmi2,8/22/2018 19:01
17.37,hmi2,8/22/2018 19:31
17.44,hmi2,8/22/2018 19:46
17.53,hmi2,8/22/2018 20:01
18.02,hmi2,8/22/2018 20:16
18.27,hmi2,8/22/2018 20:46
18.4,hmi2,8/22/2018 21:01
18.61,hmi2,8/22/2018 21:16
18.76,hmi2,8/22/2018 21:31
18.84,hmi2,8/22/2018 22:01
18.78,hmi2,8/22/2018 22:16
18.78,hmi2,8/22/2018 22:31
18.63,hmi2,8/22/2018 22:46
18.66,hmi2,8/22/2018 23:16
18.39,hmi2,8/22/2018 23:31
18.33,hmi2,8/22/2018 23:46
18.53,hmi2,8/23/2018 0:16
18.85,hmi2,8/23/2018 1:31
19,hmi2,8/23/2018 2:46
18.82,hmi2,8/23/2018 4:01
18.58,hmi2,8/23/2018 5:16
18.04,hmi2,8/23/2018 6:31
18.15,hmi2,8/23/2018 7:46
18.14,hmi2,8/23/2018 9:01
18.54,hmi2,8/23/2018 10:16
18.6,hmi2,8/23/2018 11:31
18.72,hmi2,8/23/2018 12:46
18.58,hmi2,8/23/2018 14:01
18.33,hmi2,8/23/2018 15:16
17.62,hmi2,8/23/2018 16:31
16.81,hmi2,8/23/2018 17:46
16.44,hmi2,8/23/2018 19:01
17.23,hmi2,8/23/2018 20:16
17.92,hmi2,8/23/2018 21:31
18.65,hmi2,8/23/2018 22:46
18.47,hmi2,8/23/2018 0:01
18.59,hmi2,8/23/2018 0:31
18.71,hmi2,8/23/2018 0:46
18.91,hmi2,8/23/2018 1:01
18.84,hmi2,8/23/2018 1:16
19,hmi2,8/23/2018 1:46
19.09,hmi2,8/23/2018 2:01
19.03,hmi2,8/23/2018 2:16
19.02,hmi2,8/23/2018 2:31
18.99,hmi2,8/23/2018 3:01
18.83,hmi2,8/23/2018 3:16
18.8,hmi2,8/23/2018 3:31
18.82,hmi2,8/23/2018 3:46
18.8,hmi2,8/23/2018 4:16
18.77,hmi2,8/23/2018 4:31
18.65,hmi2,8/23/2018 4:46
18.62,hmi2,8/23/2018 5:01
18.45,hmi2,8/23/2018 5:31
18.3,hmi2,8/23/2018 5:46
18.2,hmi2,8/23/2018 6:01
18.09,hmi2,8/23/2018 6:16
17.99,hmi2,8/23/2018 6:46
18.24,hmi2,8/23/2018 7:01
18.46,hmi2,8/23/2018 7:16
18.35,hmi2,8/23/2018 7:31
18.18,hmi2,8/23/2018 8:01
18.37,hmi2,8/23/2018 8:16
18.31,hmi2,8/23/2018 8:31
18.23,hmi2,8/23/2018 8:46
18.24,hmi2,8/23/2018 9:16
18.31,hmi2,8/23/2018 9:31
18.33,hmi2,8/23/2018 9:46
18.5,hmi2,8/23/2018 10:01
18.59,hmi2,8/23/2018 10:31
18.38,hmi2,8/23/2018 10:46
18.57,hmi2,8/23/2018 11:01
18.63,hmi2,8/23/2018 11:16
18.62,hmi2,8/23/2018 11:46
18.61,hmi2,8/23/2018 12:01
18.7,hmi2,8/23/2018 12:16
18.75,hmi2,8/23/2018 12:31
18.71,hmi2,8/23/2018 13:01
18.7,hmi2,8/23/2018 13:16
18.68,hmi2,8/23/2018 13:31
18.65,hmi2,8/23/2018 13:46
18.53,hmi2,8/23/2018 14:16
18.47,hmi2,8/23/2018 14:31
18.41,hmi2,8/23/2018 14:46
18.38,hmi2,8/23/2018 15:01
18.19,hmi2,8/23/2018 15:31
17.92,hmi2,8/23/2018 15:46
17.76,hmi2,8/23/2018 16:01
17.67,hmi2,8/23/2018 16:16
17.45,hmi2,8/23/2018 16:46
17.31,hmi2,8/23/2018 17:01
17.21,hmi2,8/23/2018 17:16
16.98,hmi2,8/23/2018 17:31
16.71,hmi2,8/23/2018 18:01
16.57,hmi2,8/23/2018 18:16
16.48,hmi2,8/23/2018 18:31
16.46,hmi2,8/23/2018 18:46
16.43,hmi2,8/23/2018 19:16
16.51,hmi2,8/23/2018 19:31
16.65,hmi2,8/23/2018 19:46
16.88,hmi2,8/23/2018 20:01
17.14,hmi2,8/23/2018 20:31
17.19,hmi2,8/23/2018 20:46
17.75,hmi2,8/23/2018 21:01
17.96,hmi2,8/23/2018 21:16
18.03,hmi2,8/23/2018 21:46
18.3,hmi2,8/23/2018 22:01
18.55,hmi2,8/23/2018 22:16
18.63,hmi2,8/23/2018 22:31
18.71,hmi2,8/23/2018 23:01
18.69,hmi2,8/23/2018 23:16
18.67,hmi2,8/23/2018 23:31
18.57,hmi2,8/23/2018 23:46
18.47,hmi2,8/24/2018 0:01
18.23,hmi2,8/24/2018 1:16
18.6,hmi2,8/24/2018 2:31
18.77,hmi2,8/24/2018 3:46
18.66,hmi2,8/24/2018 5:01
18.53,hmi2,8/24/2018 6:16
18,hmi2,8/24/2018 7:31
18.2,hmi2,8/24/2018 8:46
18.24,hmi2,8/24/2018 10:01
18.46,hmi2,8/24/2018 11:16
18.61,hmi2,8/24/2018 12:31
18.6,hmi2,8/24/2018 13:46
18.51,hmi2,8/24/2018 15:01
18.18,hmi2,8/24/2018 16:16
17.32,hmi2,8/24/2018 17:31
16.66,hmi2,8/24/2018 18:46
16.69,hmi2,8/24/2018 20:01
16.89,hmi2,8/24/2018 21:16
17.58,hmi2,8/24/2018 22:31
18.47,hmi2,8/24/2018 23:46
18.31,hmi2,8/24/2018 0:16
18.22,hmi2,8/24/2018 0:31
18.21,hmi2,8/24/2018 0:46
18.25,hmi2,8/24/2018 1:01
18.31,hmi2,8/24/2018 1:31
18.43,hmi2,8/24/2018 1:46
18.59,hmi2,8/24/2018 2:01
18.47,hmi2,8/24/2018 2:16
18.86,hmi2,8/24/2018 2:46
18.85,hmi2,8/24/2018 3:01
18.83,hmi2,8/24/2018 3:16
18.81,hmi2,8/24/2018 3:31
18.69,hmi2,8/24/2018 4:01
18.6,hmi2,8/24/2018 4:16
18.53,hmi2,8/24/2018 4:31
18.51,hmi2,8/24/2018 4:46
18.65,hmi2,8/24/2018 5:16
18.63,hmi2,8/24/2018 5:31
18.63,hmi2,8/24/2018 5:46
18.6,hmi2,8/24/2018 6:01
18.47,hmi2,8/24/2018 6:31
18.33,hmi2,8/24/2018 6:46
18.18,hmi2,8/24/2018 7:01
18.12,hmi2,8/24/2018 7:16
17.94,hmi2,8/24/2018 7:46
17.91,hmi2,8/24/2018 8:01
17.83,hmi2,8/24/2018 8:16
18.32,hmi2,8/24/2018 8:31
17.88,hmi2,8/24/2018 9:01
18.21,hmi2,8/24/2018 9:16
18.13,hmi2,8/24/2018 9:31
18.3,hmi2,8/24/2018 9:46
18.19,hmi2,8/24/2018 10:16
18.3,hmi2,8/24/2018 10:31
18.36,hmi2,8/24/2018 10:46
18.42,hmi2,8/24/2018 11:01
18.5,hmi2,8/24/2018 11:31
18.52,hmi2,8/24/2018 11:46
18.56,hmi2,8/24/2018 12:01
18.57,hmi2,8/24/2018 12:16
18.62,hmi2,8/24/2018 12:46
18.64,hmi2,8/24/2018 13:01
18.54,hmi2,8/24/2018 13:16
18.57,hmi2,8/24/2018 13:31
18.58,hmi2,8/24/2018 14:01
18.6,hmi2,8/24/2018 14:16
18.61,hmi2,8/24/2018 14:31
18.59,hmi2,8/24/2018 14:46
18.43,hmi2,8/24/2018 15:16
18.38,hmi2,8/24/2018 15:31
18.35,hmi2,8/24/2018 15:46
18.31,hmi2,8/24/2018 16:01
18.02,hmi2,8/24/2018 16:31
17.7,hmi2,8/24/2018 16:46
17.56,hmi2,8/24/2018 17:01
17.42,hmi2,8/24/2018 17:16
17.23,hmi2,8/24/2018 17:46
17.04,hmi2,8/24/2018 18:01
16.91,hmi2,8/24/2018 18:16
16.78,hmi2,8/24/2018 18:31
16.55,hmi2,8/24/2018 19:01
16.55,hmi2,8/24/2018 19:16
16.44,hmi2,8/24/2018 19:31
16.42,hmi2,8/24/2018 19:46
16.42,hmi2,8/24/2018 20:16
16.46,hmi2,8/24/2018 20:31
16.56,hmi2,8/24/2018 20:46
16.9,hmi2,8/24/2018 21:01
16.87,hmi2,8/24/2018 21:31
16.86,hmi2,8/24/2018 21:46
17.35,hmi2,8/24/2018 22:01
17.44,hmi2,8/24/2018 22:16
17.7,hmi2,8/24/2018 22:46
18.03,hmi2,8/24/2018 23:01
18.24,hmi2,8/24/2018 23:16
18.43,hmi2,8/24/2018 23:31
18.19,hmi2,8/25/2018 1:01
18.1,hmi2,8/25/2018 2:16
18.44,hmi2,8/25/2018 3:31
18.62,hmi2,8/25/2018 4:46
18.55,hmi2,8/25/2018 6:01
18.37,hmi2,8/25/2018 7:16
17.76,hmi2,8/25/2018 8:31
18.23,hmi2,8/25/2018 9:46
17.98,hmi2,8/25/2018 11:01
18.29,hmi2,8/25/2018 12:16
18.44,hmi2,8/25/2018 13:31
18.35,hmi2,8/25/2018 15:00
18.37,hmi2,8/25/2018 15:15
17.88,hmi2,8/25/2018 17:30
17.71,hmi2,8/25/2018 17:45
17.51,hmi2,8/25/2018 18:00
17.36,hmi2,8/25/2018 18:15
17.23,hmi2,8/25/2018 18:30
17.11,hmi2,8/25/2018 18:45
16.95,hmi2,8/25/2018 19:00
16.81,hmi2,8/25/2018 19:15
16.72,hmi2,8/25/2018 19:30
16.65,hmi2,8/25/2018 19:45
18.52,hmi2,8/25/2018 0:01
18.49,hmi2,8/25/2018 0:16
18.45,hmi2,8/25/2018 0:31
18.33,hmi2,8/25/2018 0:46
18.18,hmi2,8/25/2018 1:16
18.14,hmi2,8/25/2018 1:31
18.13,hmi2,8/25/2018 1:46
18.09,hmi2,8/25/2018 2:01
18.36,hmi2,8/25/2018 2:31
18.43,hmi2,8/25/2018 2:46
18.51,hmi2,8/25/2018 3:01
18.39,hmi2,8/25/2018 3:16
18.71,hmi2,8/25/2018 3:46
18.75,hmi2,8/25/2018 4:01
18.69,hmi2,8/25/2018 4:16
18.72,hmi2,8/25/2018 4:31
18.48,hmi2,8/25/2018 5:01
18.4,hmi2,8/25/2018 5:16
18.34,hmi2,8/25/2018 5:31
18.45,hmi2,8/25/2018 5:46
18.42,hmi2,8/25/2018 15:30
17.56,hmi2,8/25/2018 20:00
18.55,hmi2,8/25/2018 6:16
18.57,hmi2,8/25/2018 6:31
18.51,hmi2,8/25/2018 6:46
18.43,hmi2,8/25/2018 7:01
18.27,hmi2,8/25/2018 7:31
18.18,hmi2,8/25/2018 7:46
18.04,hmi2,8/25/2018 8:01
17.93,hmi2,8/25/2018 8:16
17.68,hmi2,8/25/2018 8:46
17.49,hmi2,8/25/2018 9:01
17.43,hmi2,8/25/2018 9:16
18.08,hmi2,8/25/2018 9:31
17.54,hmi2,8/25/2018 10:01
17.79,hmi2,8/25/2018 10:16
17.53,hmi2,8/25/2018 10:31
18.04,hmi2,8/25/2018 10:46
18.07,hmi2,8/25/2018 11:16
18.19,hmi2,8/25/2018 11:31
18.21,hmi2,8/25/2018 11:46
18.27,hmi2,8/25/2018 12:01
18.31,hmi2,8/25/2018 12:31
18.35,hmi2,8/25/2018 12:46
18.39,hmi2,8/25/2018 13:01
18.42,hmi2,8/25/2018 13:16
18.46,hmi2,8/25/2018 13:46
18.47,hmi2,8/25/2018 14:01
18.48,hmi2,8/25/2018 14:16
18.42,hmi2,8/25/2018 14:31
16.66,hmi2,8/25/2018 20:15
16.74,hmi2,8/25/2018 20:30
17.27,hmi2,8/25/2018 20:45
16.94,hmi2,8/25/2018 21:00
17.81,hmi2,8/25/2018 21:15
17.67,hmi2,8/25/2018 21:30
17.45,hmi2,8/25/2018 21:45
16.99,hmi2,8/25/2018 22:00
16.91,hmi2,8/25/2018 22:15
18.41,hmi2,8/25/2018 15:45
16.87,hmi2,8/25/2018 22:30
16.92,hmi2,8/25/2018 22:45
17.25,hmi2,8/25/2018 23:00
17.26,hmi2,8/25/2018 23:15
17.38,hmi2,8/25/2018 23:30
17.55,hmi2,8/25/2018 23:45
18.39,hmi2,8/25/2018 16:00
18.3,hmi2,8/25/2018 16:15
18.2,hmi2,8/25/2018 16:30
18.15,hmi2,8/25/2018 16:45
18.1,hmi2,8/25/2018 17:00
18.02,hmi2,8/25/2018 17:15
18.45,hmi2,8/26/2018 1:00
18.09,hmi2,8/26/2018 2:15
18.32,hmi2,8/26/2018 3:30
18.72,hmi2,8/26/2018 4:45
18.62,hmi2,8/26/2018 6:00
18.33,hmi2,8/26/2018 7:15
18.01,hmi2,8/26/2018 8:30
17.08,hmi2,8/26/2018 9:45
17.33,hmi2,8/26/2018 11:00
17.85,hmi2,8/26/2018 12:15
18.6,hmi2,8/26/2018 13:30
19.08,hmi2,8/26/2018 14:45
19.17,hmi2,8/26/2018 16:00
19.08,hmi2,8/26/2018 17:15
18.26,hmi2,8/26/2018 18:30
17.33,hmi2,8/26/2018 19:45
16.3,hmi2,8/26/2018 21:00
17.96,hmi2,8/26/2018 22:15
16.78,hmi2,8/26/2018 23:30
19.11,hmi2,8/26/2018 16:15
19.15,hmi2,8/26/2018 16:30
19.2,hmi2,8/26/2018 16:45
19.09,hmi2,8/26/2018 17:00
18.78,hmi2,8/26/2018 17:30
18.72,hmi2,8/26/2018 17:45
18.71,hmi2,8/26/2018 18:00
18.5,hmi2,8/26/2018 18:15
18.03,hmi2,8/26/2018 18:45
17.87,hmi2,8/26/2018 19:00
17.7,hmi2,8/26/2018 19:15
17.51,hmi2,8/26/2018 19:30
17.08,hmi2,8/26/2018 20:00
16.83,hmi2,8/26/2018 20:15
16.66,hmi2,8/26/2018 20:30
16.49,hmi2,8/26/2018 20:45
16.3,hmi2,8/26/2018 21:15
16.23,hmi2,8/26/2018 21:30
17.13,hmi2,8/26/2018 21:45
16.21,hmi2,8/26/2018 22:00
16.92,hmi2,8/26/2018 22:30
17.37,hmi2,8/26/2018 22:45
16.96,hmi2,8/26/2018 23:00
16.58,hmi2,8/26/2018 23:15
17.11,hmi2,8/26/2018 23:45
17.96,hmi2,8/26/2018 0:00
18.21,hmi2,8/26/2018 0:15
18.43,hmi2,8/26/2018 0:30
18.44,hmi2,8/26/2018 0:45
18.3,hmi2,8/26/2018 1:15
18.09,hmi2,8/26/2018 1:30
18.01,hmi2,8/26/2018 1:45
18.06,hmi2,8/26/2018 2:00
18.09,hmi2,8/26/2018 2:30
18.18,hmi2,8/26/2018 2:45
18.21,hmi2,8/26/2018 3:00
18.17,hmi2,8/26/2018 3:15
18.47,hmi2,8/26/2018 3:45
18.41,hmi2,8/26/2018 4:00
18.32,hmi2,8/26/2018 4:15
18.48,hmi2,8/26/2018 4:30
18.69,hmi2,8/26/2018 5:00
18.7,hmi2,8/26/2018 5:15
18.83,hmi2,8/26/2018 5:30
18.85,hmi2,8/26/2018 5:45
18.52,hmi2,8/26/2018 6:15
18.54,hmi2,8/26/2018 6:30
18.55,hmi2,8/26/2018 6:45
18.49,hmi2,8/26/2018 7:00
18.3,hmi2,8/26/2018 7:30
18.25,hmi2,8/26/2018 7:45
18.2,hmi2,8/26/2018 8:00
18.11,hmi2,8/26/2018 8:15
17.93,hmi2,8/26/2018 8:45
17.73,hmi2,8/26/2018 9:00
17.52,hmi2,8/26/2018 9:15
17.22,hmi2,8/26/2018 9:30
17.13,hmi2,8/26/2018 10:00
16.98,hmi2,8/26/2018 10:15
17.1,hmi2,8/26/2018 10:30
17.86,hmi2,8/26/2018 10:45
17.37,hmi2,8/26/2018 11:15
17.32,hmi2,8/26/2018 11:30
17.64,hmi2,8/26/2018 11:45
17.8,hmi2,8/26/2018 12:00
17.77,hmi2,8/26/2018 12:30
18.02,hmi2,8/26/2018 12:45
18.36,hmi2,8/26/2018 13:00
18.43,hmi2,8/26/2018 13:15
18.73,hmi2,8/26/2018 13:45
18.88,hmi2,8/26/2018 14:00
18.96,hmi2,8/26/2018 14:15
19.03,hmi2,8/26/2018 14:30
19.12,hmi2,8/26/2018 15:00
19.16,hmi2,8/26/2018 15:15
19.2,hmi2,8/26/2018 15:30
19.18,hmi2,8/26/2018 15:45
18.09,hmi2,8/27/2018 0:45
18.53,hmi2,8/27/2018 2:00
18.79,hmi2,8/27/2018 3:15
19.14,hmi2,8/27/2018 4:30
19.56,hmi2,8/27/2018 5:45
19.44,hmi2,8/27/2018 7:00
18.88,hmi2,8/27/2018 8:15
18.02,hmi2,8/27/2018 9:30
16.82,hmi2,8/27/2018 10:45
17.1,hmi2,8/27/2018 12:00
18,hmi2,8/27/2018 13:15
19.51,hmi2,8/27/2018 14:30
20.07,hmi2,8/27/2018 15:45
20.07,hmi2,8/27/2018 17:00
19.89,hmi2,8/27/2018 18:15
18.68,hmi2,8/27/2018 19:30
17.06,hmi2,8/27/2018 20:45
15.6,hmi2,8/27/2018 22:00
15.46,hmi2,8/27/2018 23:15
17.14,hmi2,8/27/2018 0:00
17.31,hmi2,8/27/2018 0:15
17.56,hmi2,8/27/2018 0:30
18.39,hmi2,8/27/2018 1:00
18.74,hmi2,8/27/2018 1:15
18.87,hmi2,8/27/2018 1:30
18.8,hmi2,8/27/2018 1:45
18.53,hmi2,8/27/2018 2:15
18.51,hmi2,8/27/2018 2:30
18.49,hmi2,8/27/2018 2:45
18.55,hmi2,8/27/2018 3:00
18.93,hmi2,8/27/2018 3:30
19.01,hmi2,8/27/2018 3:45
19.1,hmi2,8/27/2018 4:00
19.06,hmi2,8/27/2018 4:15
19.18,hmi2,8/27/2018 4:45
19.15,hmi2,8/27/2018 5:00
19.42,hmi2,8/27/2018 5:15
19.69,hmi2,8/27/2018 5:30
19.86,hmi2,8/27/2018 6:00
20.01,hmi2,8/27/2018 6:15
19.85,hmi2,8/27/2018 6:30
19.55,hmi2,8/27/2018 6:45
19.45,hmi2,8/27/2018 7:15
19.34,hmi2,8/27/2018 7:30
19.09,hmi2,8/27/2018 7:45
18.95,hmi2,8/27/2018 8:00
18.86,hmi2,8/27/2018 8:30
18.68,hmi2,8/27/2018 8:45
18.56,hmi2,8/27/2018 9:00
18.42,hmi2,8/27/2018 9:15
17.61,hmi2,8/27/2018 9:45
17.22,hmi2,8/27/2018 10:00
17.04,hmi2,8/27/2018 10:15
16.97,hmi2,8/27/2018 10:30
16.65,hmi2,8/27/2018 11:00
16.65,hmi2,8/27/2018 11:15
16.71,hmi2,8/27/2018 11:30
16.69,hmi2,8/27/2018 11:45
16.81,hmi2,8/27/2018 12:15
17.06,hmi2,8/27/2018 12:30
17.26,hmi2,8/27/2018 12:45
17.52,hmi2,8/27/2018 13:00
18.31,hmi2,8/27/2018 13:30
18.83,hmi2,8/27/2018 13:45
19.02,hmi2,8/27/2018 14:00
19.32,hmi2,8/27/2018 14:15
19.63,hmi2,8/27/2018 14:45
19.85,hmi2,8/27/2018 15:00
19.95,hmi2,8/27/2018 15:15
20.03,hmi2,8/27/2018 15:30
20.11,hmi2,8/27/2018 16:00
20.2,hmi2,8/27/2018 16:15
20.24,hmi2,8/27/2018 16:30
20.18,hmi2,8/27/2018 16:45
20.17,hmi2,8/27/2018 17:15
20.13,hmi2,8/27/2018 17:30
20.08,hmi2,8/27/2018 17:45
20.44,hmi2,8/27/2018 18:00
19.74,hmi2,8/27/2018 18:30
19.66,hmi2,8/27/2018 18:45
19.19,hmi2,8/27/2018 19:00
18.97,hmi2,8/27/2018 19:15
18.45,hmi2,8/27/2018 19:45
18.13,hmi2,8/27/2018 20:00
17.82,hmi2,8/27/2018 20:15
17.6,hmi2,8/27/2018 20:30
16.62,hmi2,8/27/2018 21:00
16.31,hmi2,8/27/2018 21:15
15.8,hmi2,8/27/2018 21:30
15.73,hmi2,8/27/2018 21:45
15.26,hmi2,8/27/2018 22:15
15.32,hmi2,8/27/2018 22:30
15.39,hmi2,8/27/2018 22:45
15.74,hmi2,8/27/2018 23:00
15.54,hmi2,8/27/2018 23:30
16.03,hmi2,8/27/2018 23:45
17.05,hmi2,8/28/2018 0:30
18.35,hmi2,8/28/2018 1:45
18.61,hmi2,8/28/2018 3:00
19.42,hmi2,8/28/2018 4:15
19.85,hmi2,8/28/2018 5:30
20.48,hmi2,8/28/2018 6:45
20,hmi2,8/28/2018 8:00
19.03,hmi2,8/28/2018 9:15
16.97,hmi2,8/28/2018 10:30
16,hmi2,8/28/2018 11:45
15.88,hmi2,8/28/2018 13:00
18.02,hmi2,8/28/2018 14:15
19.65,hmi2,8/28/2018 15:30
19.88,hmi2,8/28/2018 16:45
20.26,hmi2,8/28/2018 18:00
19.84,hmi2,8/28/2018 19:15
18.22,hmi2,8/28/2018 20:30
15.89,hmi2,8/28/2018 21:45
14.85,hmi2,8/28/2018 23:00
16.22,hmi2,8/28/2018 0:00
16.1,hmi2,8/28/2018 0:15
17.31,hmi2,8/28/2018 0:45
17.23,hmi2,8/28/2018 1:00
17.5,hmi2,8/28/2018 1:15
18.12,hmi2,8/28/2018 1:30
19.08,hmi2,8/28/2018 2:00
19.04,hmi2,8/28/2018 2:15
18.6,hmi2,8/28/2018 2:30
18.4,hmi2,8/28/2018 2:45
18.81,hmi2,8/28/2018 3:15
18.8,hmi2,8/28/2018 3:30
19.09,hmi2,8/28/2018 3:45
19.14,hmi2,8/28/2018 4:00
19.61,hmi2,8/28/2018 4:30
