WTMP,site,DateTimeStamp
13.78,hmi2,2/15/2018 17:01
13.39,hmi2,2/15/2018 18:16
13.25,hmi2,2/15/2018 19:31
13.08,hmi2,2/15/2018 20:46
13.04,hmi2,2/15/2018 22:01
12.99,hmi2,2/15/2018 23:16
12.89,hmi2,2/15/2018 0:01
12.87,hmi2,2/15/2018 0:16
12.83,hmi2,2/15/2018 0:31
12.87,hmi2,2/15/2018 1:01
12.89,hmi2,2/15/2018 1:16
12.88,hmi2,2/15/2018 1:31
12.92,hmi2,2/15/2018 1:46
12.79,hmi2,2/15/2018 2:16
12.85,hmi2,2/15/2018 2:31
12.93,hmi2,2/15/2018 2:46
12.91,hmi2,2/15/2018 3:01
12.87,hmi2,2/15/2018 3:31
12.88,hmi2,2/15/2018 3:46
12.89,hmi2,2/15/2018 4:01
12.8,hmi2,2/15/2018 4:16
12.78,hmi2,2/15/2018 4:46
12.74,hmi2,2/15/2018 5:01
12.82,hmi2,2/15/2018 5:16
12.75,hmi2,2/15/2018 5:31
12.76,hmi2,2/15/2018 6:01
12.71,hmi2,2/15/2018 6:16
12.82,hmi2,2/15/2018 6:31
12.81,hmi2,2/15/2018 6:46
12.74,hmi2,2/15/2018 7:16
12.71,hmi2,2/15/2018 7:31
12.7,hmi2,2/15/2018 7:46
12.69,hmi2,2/15/2018 8:01
12.69,hmi2,2/15/2018 8:31
12.72,hmi2,2/15/2018 8:46
12.64,hmi2,2/15/2018 9:01
12.71,hmi2,2/15/2018 9:16
12.67,hmi2,2/15/2018 9:46
12.79,hmi2,2/15/2018 10:01
12.85,hmi2,2/15/2018 10:16
12.9,hmi2,2/15/2018 10:31
13.02,hmi2,2/15/2018 11:01
13.07,hmi2,2/15/2018 11:16
13.07,hmi2,2/15/2018 11:31
13.26,hmi2,2/15/2018 11:46
13.67,hmi2,2/15/2018 12:16
13.54,hmi2,2/15/2018 12:31
13.82,hmi2,2/15/2018 12:46
13.96,hmi2,2/15/2018 13:01
14.16,hmi2,2/15/2018 13:31
14.04,hmi2,2/15/2018 13:46
14.03,hmi2,2/15/2018 14:01
14.13,hmi2,2/15/2018 14:16
14.18,hmi2,2/15/2018 14:46
13.97,hmi2,2/15/2018 15:01
13.97,hmi2,2/15/2018 15:16
14.16,hmi2,2/15/2018 15:31
14.05,hmi2,2/15/2018 16:01
13.99,hmi2,2/15/2018 16:16
13.97,hmi2,2/15/2018 16:31
13.86,hmi2,2/15/2018 16:46
13.77,hmi2,2/15/2018 17:16
13.68,hmi2,2/15/2018 17:31
13.57,hmi2,2/15/2018 17:46
13.46,hmi2,2/15/2018 18:01
13.38,hmi2,2/15/2018 18:31
13.37,hmi2,2/15/2018 18:46
13.28,hmi2,2/15/2018 19:01
13.23,hmi2,2/15/2018 19:16
13.22,hmi2,2/15/2018 19:46
13.21,hmi2,2/15/2018 20:01
13.15,hmi2,2/15/2018 20:16
13.12,hmi2,2/15/2018 20:31
13.06,hmi2,2/15/2018 21:01
13.04,hmi2,2/15/2018 21:16
13.04,hmi2,2/15/2018 21:31
13.04,hmi2,2/15/2018 21:46
13.04,hmi2,2/15/2018 22:16
13.05,hmi2,2/15/2018 22:31
13.05,hmi2,2/15/2018 22:46
13.05,hmi2,2/15/2018 23:01
12.96,hmi2,2/15/2018 23:31
12.98,hmi2,2/15/2018 23:46
13.01,hmi2,2/16/2018 0:31
13.07,hmi2,2/16/2018 1:46
13.11,hmi2,2/16/2018 3:01
13.05,hmi2,2/16/2018 4:16
12.91,hmi2,2/16/2018 5:31
12.88,hmi2,2/16/2018 6:46
12.66,hmi2,2/16/2018 8:01
12.64,hmi2,2/16/2018 9:16
13.05,hmi2,2/16/2018 10:31
13.09,hmi2,2/16/2018 11:46
13.71,hmi2,2/16/2018 13:01
14.05,hmi2,2/16/2018 14:16
14.3,hmi2,2/16/2018 15:31
14.14,hmi2,2/16/2018 16:46
13.97,hmi2,2/16/2018 18:01
13.57,hmi2,2/16/2018 19:16
13.41,hmi2,2/16/2018 20:31
13.17,hmi2,2/16/2018 21:46
13.13,hmi2,2/16/2018 23:01
13,hmi2,2/16/2018 0:01
13.02,hmi2,2/16/2018 0:16
13.05,hmi2,2/16/2018 0:46
13,hmi2,2/16/2018 1:01
13.11,hmi2,2/16/2018 1:16
13.13,hmi2,2/16/2018 1:31
13,hmi2,2/16/2018 2:01
13.11,hmi2,2/16/2018 2:16
13.1,hmi2,2/16/2018 2:31
13.05,hmi2,2/16/2018 2:46
12.99,hmi2,2/16/2018 3:16
13.03,hmi2,2/16/2018 3:31
13.07,hmi2,2/16/2018 3:46
13,hmi2,2/16/2018 4:01
13.07,hmi2,2/16/2018 4:31
13.01,hmi2,2/16/2018 4:46
12.99,hmi2,2/16/2018 5:01
12.93,hmi2,2/16/2018 5:16
12.89,hmi2,2/16/2018 5:46
12.85,hmi2,2/16/2018 6:01
12.91,hmi2,2/16/2018 6:16
12.91,hmi2,2/16/2018 6:31
12.85,hmi2,2/16/2018 7:01
12.78,hmi2,2/16/2018 7:16
12.72,hmi2,2/16/2018 7:31
12.7,hmi2,2/16/2018 7:46
12.65,hmi2,2/16/2018 8:16
12.64,hmi2,2/16/2018 8:31
12.64,hmi2,2/16/2018 8:46
12.64,hmi2,2/16/2018 9:01
12.63,hmi2,2/16/2018 9:31
12.78,hmi2,2/16/2018 9:46
12.84,hmi2,2/16/2018 10:01
12.94,hmi2,2/16/2018 10:16
13.09,hmi2,2/16/2018 10:46
13.15,hmi2,2/16/2018 11:01
13.19,hmi2,2/16/2018 11:16
13.13,hmi2,2/16/2018 11:31
13.09,hmi2,2/16/2018 12:01
13.22,hmi2,2/16/2018 12:16
13.55,hmi2,2/16/2018 12:31
13.59,hmi2,2/16/2018 12:46
13.7,hmi2,2/16/2018 13:16
13.91,hmi2,2/16/2018 13:31
13.94,hmi2,2/16/2018 13:46
13.99,hmi2,2/16/2018 14:01
14.21,hmi2,2/16/2018 14:31
14.15,hmi2,2/16/2018 14:46
14.2,hmi2,2/16/2018 15:01
14.25,hmi2,2/16/2018 15:16
14.41,hmi2,2/16/2018 15:46
14.31,hmi2,2/16/2018 16:01
14.25,hmi2,2/16/2018 16:16
14.16,hmi2,2/16/2018 16:31
14.1,hmi2,2/16/2018 17:01
14.07,hmi2,2/16/2018 17:16
14.04,hmi2,2/16/2018 17:31
14.02,hmi2,2/16/2018 17:46
13.8,hmi2,2/16/2018 18:16
13.73,hmi2,2/16/2018 18:31
13.67,hmi2,2/16/2018 18:46
13.61,hmi2,2/16/2018 19:01
13.56,hmi2,2/16/2018 19:31
13.53,hmi2,2/16/2018 19:46
13.49,hmi2,2/16/2018 20:01
13.46,hmi2,2/16/2018 20:16
13.37,hmi2,2/16/2018 20:46
13.29,hmi2,2/16/2018 21:01
13.22,hmi2,2/16/2018 21:16
13.19,hmi2,2/16/2018 21:31
13.15,hmi2,2/16/2018 22:01
13.13,hmi2,2/16/2018 22:16
13.12,hmi2,2/16/2018 22:31
13.12,hmi2,2/16/2018 22:46
13.12,hmi2,2/16/2018 23:16
13.21,hmi2,2/16/2018 23:31
13.18,hmi2,2/16/2018 23:46
13.26,hmi2,2/17/2018 0:16
13.41,hmi2,2/17/2018 1:31
13.44,hmi2,2/17/2018 2:46
13.55,hmi2,2/17/2018 4:01
13.49,hmi2,2/17/2018 5:16
13.3,hmi2,2/17/2018 6:31
13.09,hmi2,2/17/2018 7:46
12.83,hmi2,2/17/2018 9:01
12.71,hmi2,2/17/2018 10:16
13.11,hmi2,2/17/2018 11:31
13.42,hmi2,2/17/2018 12:46
13.63,hmi2,2/17/2018 14:01
13.86,hmi2,2/17/2018 15:16
14.02,hmi2,2/17/2018 16:31
13.92,hmi2,2/17/2018 17:46
13.79,hmi2,2/17/2018 19:01
13.54,hmi2,2/17/2018 20:16
13.33,hmi2,2/17/2018 21:31
12.99,hmi2,2/17/2018 22:46
13.27,hmi2,2/17/2018 0:01
13.29,hmi2,2/17/2018 0:31
13.28,hmi2,2/17/2018 0:46
13.31,hmi2,2/17/2018 1:01
13.31,hmi2,2/17/2018 1:16
13.38,hmi2,2/17/2018 1:46
13.36,hmi2,2/17/2018 2:01
13.46,hmi2,2/17/2018 2:16
13.44,hmi2,2/17/2018 2:31
13.54,hmi2,2/17/2018 3:01
13.53,hmi2,2/17/2018 3:16
13.58,hmi2,2/17/2018 3:31
13.61,hmi2,2/17/2018 3:46
13.53,hmi2,2/17/2018 4:16
13.53,hmi2,2/17/2018 4:31
13.51,hmi2,2/17/2018 4:46
13.51,hmi2,2/17/2018 5:01
13.48,hmi2,2/17/2018 5:31
13.42,hmi2,2/17/2018 5:46
13.34,hmi2,2/17/2018 6:01
13.34,hmi2,2/17/2018 6:16
13.27,hmi2,2/17/2018 6:46
13.25,hmi2,2/17/2018 7:01
13.19,hmi2,2/17/2018 7:16
13.15,hmi2,2/17/2018 7:31
13.02,hmi2,2/17/2018 8:01
12.96,hmi2,2/17/2018 8:16
12.92,hmi2,2/17/2018 8:31
12.88,hmi2,2/17/2018 8:46
12.79,hmi2,2/17/2018 9:16
12.76,hmi2,2/17/2018 9:31
12.73,hmi2,2/17/2018 9:46
12.71,hmi2,2/17/2018 10:01
12.72,hmi2,2/17/2018 10:31
12.72,hmi2,2/17/2018 10:46
13,hmi2,2/17/2018 11:01
13.07,hmi2,2/17/2018 11:16
13.14,hmi2,2/17/2018 11:46
13.19,hmi2,2/17/2018 12:01
13.3,hmi2,2/17/2018 12:16
13.38,hmi2,2/17/2018 12:31
13.51,hmi2,2/17/2018 13:01
13.53,hmi2,2/17/2018 13:16
13.55,hmi2,2/17/2018 13:31
13.59,hmi2,2/17/2018 13:46
13.66,hmi2,2/17/2018 14:16
13.7,hmi2,2/17/2018 14:31
13.75,hmi2,2/17/2018 14:46
13.82,hmi2,2/17/2018 15:01
13.9,hmi2,2/17/2018 15:31
13.96,hmi2,2/17/2018 15:46
14.01,hmi2,2/17/2018 16:01
14.05,hmi2,2/17/2018 16:16
14.03,hmi2,2/17/2018 16:46
13.98,hmi2,2/17/2018 17:01
13.96,hmi2,2/17/2018 17:16
13.94,hmi2,2/17/2018 17:31
13.92,hmi2,2/17/2018 18:01
13.91,hmi2,2/17/2018 18:16
13.9,hmi2,2/17/2018 18:31
13.87,hmi2,2/17/2018 18:46
13.78,hmi2,2/17/2018 19:16
13.69,hmi2,2/17/2018 19:31
13.62,hmi2,2/17/2018 19:46
13.59,hmi2,2/17/2018 20:01
13.5,hmi2,2/17/2018 20:31
13.46,hmi2,2/17/2018 20:46
13.43,hmi2,2/17/2018 21:01
13.38,hmi2,2/17/2018 21:16
13.18,hmi2,2/17/2018 21:46
13.13,hmi2,2/17/2018 22:01
13.08,hmi2,2/17/2018 22:16
13.03,hmi2,2/17/2018 22:31
12.97,hmi2,2/17/2018 23:01
12.96,hmi2,2/17/2018 23:16
12.97,hmi2,2/17/2018 23:31
13.06,hmi2,2/17/2018 23:46
12.99,hmi2,2/18/2018 0:01
13.26,hmi2,2/18/2018 1:16
13.41,hmi2,2/18/2018 2:31
13.45,hmi2,2/18/2018 3:46
13.54,hmi2,2/18/2018 5:01
13.47,hmi2,2/18/2018 6:16
13.3,hmi2,2/18/2018 7:31
13.1,hmi2,2/18/2018 8:46
12.88,hmi2,2/18/2018 10:01
12.86,hmi2,2/18/2018 11:16
13.1,hmi2,2/18/2018 12:31
13.29,hmi2,2/18/2018 13:46
13.51,hmi2,2/18/2018 15:01
13.65,hmi2,2/18/2018 16:16
13.71,hmi2,2/18/2018 17:31
13.69,hmi2,2/18/2018 18:46
13.6,hmi2,2/18/2018 20:01
13.4,hmi2,2/18/2018 21:16
13.12,hmi2,2/18/2018 22:31
12.98,hmi2,2/18/2018 23:46
13.02,hmi2,2/18/2018 0:16
13.17,hmi2,2/18/2018 0:31
13.19,hmi2,2/18/2018 0:46
13.23,hmi2,2/18/2018 1:01
13.25,hmi2,2/18/2018 1:31
13.27,hmi2,2/18/2018 1:46
13.29,hmi2,2/18/2018 2:01
13.31,hmi2,2/18/2018 2:16
13.35,hmi2,2/18/2018 2:46
13.37,hmi2,2/18/2018 3:01
13.36,hmi2,2/18/2018 3:16
13.49,hmi2,2/18/2018 3:31
13.49,hmi2,2/18/2018 4:01
13.52,hmi2,2/18/2018 4:16
13.55,hmi2,2/18/2018 4:31
13.54,hmi2,2/18/2018 4:46
13.53,hmi2,2/18/2018 5:16
13.52,hmi2,2/18/2018 5:31
13.51,hmi2,2/18/2018 5:46
13.49,hmi2,2/18/2018 6:01
13.48,hmi2,2/18/2018 6:31
13.42,hmi2,2/18/2018 6:46
13.37,hmi2,2/18/2018 7:01
13.32,hmi2,2/18/2018 7:16
13.29,hmi2,2/18/2018 7:46
13.27,hmi2,2/18/2018 8:01
13.22,hmi2,2/18/2018 8:16
13.18,hmi2,2/18/2018 8:31
13.06,hmi2,2/18/2018 9:01
13.01,hmi2,2/18/2018 9:16
12.93,hmi2,2/18/2018 9:31
12.9,hmi2,2/18/2018 9:46
12.86,hmi2,2/18/2018 10:16
12.86,hmi2,2/18/2018 10:31
12.86,hmi2,2/18/2018 10:46
12.86,hmi2,2/18/2018 11:01
12.88,hmi2,2/18/2018 11:31
12.87,hmi2,2/18/2018 11:46
12.91,hmi2,2/18/2018 12:01
12.96,hmi2,2/18/2018 12:16
13.13,hmi2,2/18/2018 12:46
13.2,hmi2,2/18/2018 13:01
13.25,hmi2,2/18/2018 13:16
13.3,hmi2,2/18/2018 13:31
13.38,hmi2,2/18/2018 14:01
13.43,hmi2,2/18/2018 14:16
13.48,hmi2,2/18/2018 14:31
13.49,hmi2,2/18/2018 14:46
13.55,hmi2,2/18/2018 15:16
13.6,hmi2,2/18/2018 15:31
13.63,hmi2,2/18/2018 15:46
13.64,hmi2,2/18/2018 16:01
13.69,hmi2,2/18/2018 16:31
13.69,hmi2,2/18/2018 16:46
13.73,hmi2,2/18/2018 17:01
13.72,hmi2,2/18/2018 17:16
13.7,hmi2,2/18/2018 17:46
13.71,hmi2,2/18/2018 18:01
13.7,hmi2,2/18/2018 18:16
13.69,hmi2,2/18/2018 18:31
13.69,hmi2,2/18/2018 19:01
13.69,hmi2,2/18/2018 19:16
13.68,hmi2,2/18/2018 19:31
13.61,hmi2,2/18/2018 19:46
13.52,hmi2,2/18/2018 20:16
13.47,hmi2,2/18/2018 20:31
13.45,hmi2,2/18/2018 20:46
13.43,hmi2,2/18/2018 21:01
13.37,hmi2,2/18/2018 21:31
13.32,hmi2,2/18/2018 21:46
13.28,hmi2,2/18/2018 22:01
13.14,hmi2,2/18/2018 22:16
13.11,hmi2,2/18/2018 22:46
13.08,hmi2,2/18/2018 23:01
13.04,hmi2,2/18/2018 23:16
13.01,hmi2,2/18/2018 23:31
12.98,hmi2,2/19/2018 1:01
13.14,hmi2,2/19/2018 2:16
13.18,hmi2,2/19/2018 3:31
13.29,hmi2,2/19/2018 4:46
13.33,hmi2,2/19/2018 6:01
13.3,hmi2,2/19/2018 7:16
13.2,hmi2,2/19/2018 8:31
13.04,hmi2,2/19/2018 9:46
12.69,hmi2,2/19/2018 11:01
12.7,hmi2,2/19/2018 12:16
13.25,hmi2,2/19/2018 13:31
13.64,hmi2,2/19/2018 14:46
13.81,hmi2,2/19/2018 16:01
13.97,hmi2,2/19/2018 17:16
13.96,hmi2,2/19/2018 18:31
13.97,hmi2,2/19/2018 19:46
13.7,hmi2,2/19/2018 21:01
13.5,hmi2,2/19/2018 22:16
12.8,hmi2,2/19/2018 23:31
12.96,hmi2,2/19/2018 0:01
12.97,hmi2,2/19/2018 0:16
12.97,hmi2,2/19/2018 0:31
12.96,hmi2,2/19/2018 0:46
13.06,hmi2,2/19/2018 1:16
13.05,hmi2,2/19/2018 1:31
13.07,hmi2,2/19/2018 1:46
13.11,hmi2,2/19/2018 2:01
13.17,hmi2,2/19/2018 2:31
13.17,hmi2,2/19/2018 2:46
13.2,hmi2,2/19/2018 3:01
13.22,hmi2,2/19/2018 3:16
13.27,hmi2,2/19/2018 3:46
13.21,hmi2,2/19/2018 4:01
13.24,hmi2,2/19/2018 4:16
13.31,hmi2,2/19/2018 4:31
13.3,hmi2,2/19/2018 5:01
13.32,hmi2,2/19/2018 5:16
13.33,hmi2,2/19/2018 5:31
13.33,hmi2,2/19/2018 5:46
13.33,hmi2,2/19/2018 6:16
13.35,hmi2,2/19/2018 6:31
13.31,hmi2,2/19/2018 6:46
13.26,hmi2,2/19/2018 7:01
13.29,hmi2,2/19/2018 7:31
13.26,hmi2,2/19/2018 7:46
13.22,hmi2,2/19/2018 8:01
13.21,hmi2,2/19/2018 8:16
13.18,hmi2,2/19/2018 8:46
13.15,hmi2,2/19/2018 9:01
13.14,hmi2,2/19/2018 9:16
13.08,hmi2,2/19/2018 9:31
12.98,hmi2,2/19/2018 10:01
12.88,hmi2,2/19/2018 10:16
12.82,hmi2,2/19/2018 10:31
12.75,hmi2,2/19/2018 10:46
12.65,hmi2,2/19/2018 11:16
12.65,hmi2,2/19/2018 11:31
12.65,hmi2,2/19/2018 11:46
12.64,hmi2,2/19/2018 12:01
12.65,hmi2,2/19/2018 12:31
12.71,hmi2,2/19/2018 12:46
12.78,hmi2,2/19/2018 13:01
13.25,hmi2,2/19/2018 13:16
13.27,hmi2,2/19/2018 13:46
13.42,hmi2,2/19/2018 14:01
13.49,hmi2,2/19/2018 14:16
13.63,hmi2,2/19/2018 14:31
13.76,hmi2,2/19/2018 15:01
13.82,hmi2,2/19/2018 15:16
13.83,hmi2,2/19/2018 15:31
13.81,hmi2,2/19/2018 15:46
13.94,hmi2,2/19/2018 16:16
14.02,hmi2,2/19/2018 16:31
13.96,hmi2,2/19/2018 16:46
13.96,hmi2,2/19/2018 17:01
13.98,hmi2,2/19/2018 17:31
13.98,hmi2,2/19/2018 17:46
13.98,hmi2,2/19/2018 18:01
13.97,hmi2,2/19/2018 18:16
13.95,hmi2,2/19/2018 18:46
13.93,hmi2,2/19/2018 19:01
13.96,hmi2,2/19/2018 19:16
13.96,hmi2,2/19/2018 19:31
13.95,hmi2,2/19/2018 20:01
13.93,hmi2,2/19/2018 20:16
13.86,hmi2,2/19/2018 20:31
13.73,hmi2,2/19/2018 20:46
13.65,hmi2,2/19/2018 21:16
13.63,hmi2,2/19/2018 21:31
13.57,hmi2,2/19/2018 21:46
13.54,hmi2,2/19/2018 22:01
13.45,hmi2,2/19/2018 22:31
13.23,hmi2,2/19/2018 22:46
13.14,hmi2,2/19/2018 23:01
13.02,hmi2,2/19/2018 23:16
12.64,hmi2,2/19/2018 23:46
12.39,hmi2,2/20/2018 0:46
12.7,hmi2,2/20/2018 2:01
12.99,hmi2,2/20/2018 3:16
13.05,hmi2,2/20/2018 4:31
13.15,hmi2,2/20/2018 5:46
13.2,hmi2,2/20/2018 7:01
13.11,hmi2,2/20/2018 8:16
13.15,hmi2,2/20/2018 9:31
12.85,hmi2,2/20/2018 10:46
13.12,hmi2,2/20/2018 23:16
12.29,hmi2,2/20/2018 13:16
12.28,hmi2,2/20/2018 13:31
13.3,hmi2,2/20/2018 15:46
12.72,hmi2,2/20/2018 2:16
12.83,hmi2,2/20/2018 2:31
13.02,hmi2,2/20/2018 2:46
13.04,hmi2,2/20/2018 3:01
13,hmi2,2/20/2018 3:31
13.06,hmi2,2/20/2018 3:46
12.96,hmi2,2/20/2018 4:01
13.06,hmi2,2/20/2018 4:16
13.18,hmi2,2/20/2018 4:46
13.24,hmi2,2/20/2018 5:01
13.04,hmi2,2/20/2018 5:16
13.17,hmi2,2/20/2018 5:31
13.17,hmi2,2/20/2018 6:01
13.19,hmi2,2/20/2018 6:16
13.17,hmi2,2/20/2018 6:31
13.15,hmi2,2/20/2018 6:46
13.22,hmi2,2/20/2018 7:16
13.2,hmi2,2/20/2018 7:31
13.06,hmi2,2/20/2018 7:46
13.07,hmi2,2/20/2018 8:01
13.15,hmi2,2/20/2018 8:31
13.14,hmi2,2/20/2018 8:46
13.13,hmi2,2/20/2018 9:01
13.15,hmi2,2/20/2018 9:16
13.11,hmi2,2/20/2018 9:46
13.07,hmi2,2/20/2018 10:01
13.04,hmi2,2/20/2018 10:16
12.91,hmi2,2/20/2018 10:31
12.64,hmi2,2/20/2018 11:01
12.54,hmi2,2/20/2018 11:16
12.47,hmi2,2/20/2018 11:31
12.38,hmi2,2/20/2018 11:46
12.34,hmi2,2/20/2018 12:01
12.31,hmi2,2/20/2018 12:16
12.28,hmi2,2/20/2018 12:31
13.42,hmi2,2/20/2018 16:01
13.55,hmi2,2/20/2018 16:16
13.53,hmi2,2/20/2018 16:31
13.66,hmi2,2/20/2018 16:46
13.72,hmi2,2/20/2018 17:01
13.74,hmi2,2/20/2018 17:16
13.74,hmi2,2/20/2018 17:31
13.8,hmi2,2/20/2018 17:46
13.78,hmi2,2/20/2018 18:01
12.68,hmi2,2/20/2018 13:46
13.84,hmi2,2/20/2018 18:16
13.88,hmi2,2/20/2018 18:31
13.9,hmi2,2/20/2018 18:46
13.81,hmi2,2/20/2018 19:01
13.88,hmi2,2/20/2018 19:16
13.91,hmi2,2/20/2018 19:31
13.97,hmi2,2/20/2018 19:46
13.92,hmi2,2/20/2018 20:01
13.93,hmi2,2/20/2018 20:16
13.92,hmi2,2/20/2018 20:31
12.67,hmi2,2/20/2018 14:01
13.9,hmi2,2/20/2018 20:46
13.88,hmi2,2/20/2018 21:01
13.79,hmi2,2/20/2018 21:16
13.7,hmi2,2/20/2018 21:31
13.6,hmi2,2/20/2018 21:46
13.58,hmi2,2/20/2018 22:01
13.55,hmi2,2/20/2018 22:16
13.48,hmi2,2/20/2018 22:31
13.42,hmi2,2/20/2018 22:46
13.3,hmi2,2/20/2018 23:01
12.66,hmi2,2/20/2018 14:16
12.95,hmi2,2/20/2018 23:31
12.89,hmi2,2/20/2018 23:46
12.77,hmi2,2/20/2018 14:31
12.92,hmi2,2/20/2018 14:46
13.16,hmi2,2/20/2018 15:01
13.21,hmi2,2/20/2018 15:16
13.29,hmi2,2/20/2018 15:31
12.54,hmi2,2/20/2018 0:01
12.45,hmi2,2/20/2018 0:16
12.41,hmi2,2/20/2018 0:31
12.45,hmi2,2/20/2018 1:01
12.41,hmi2,2/20/2018 1:16
12.4,hmi2,2/20/2018 1:31
12.68,hmi2,2/20/2018 1:46
12.53,hmi2,2/21/2018 0:31
12.42,hmi2,2/21/2018 1:46
12.54,hmi2,2/21/2018 3:01
12.89,hmi2,2/21/2018 4:16
12.97,hmi2,2/21/2018 5:31
12.89,hmi2,2/21/2018 6:46
12.99,hmi2,2/21/2018 8:01
13,hmi2,2/21/2018 9:16
13.06,hmi2,2/21/2018 10:31
12.82,hmi2,2/21/2018 11:46
12.43,hmi2,2/21/2018 13:01
12.39,hmi2,2/21/2018 14:16
13.16,hmi2,2/21/2018 15:31
13.29,hmi2,2/21/2018 16:46
13.45,hmi2,2/21/2018 18:01
13.58,hmi2,2/21/2018 19:16
13.6,hmi2,2/21/2018 20:31
13.58,hmi2,2/21/2018 21:46
13.31,hmi2,2/21/2018 23:01
12.51,hmi2,2/21/2018 14:31
12.76,hmi2,2/21/2018 14:46
12.75,hmi2,2/21/2018 15:01
12.81,hmi2,2/21/2018 15:16
13.23,hmi2,2/21/2018 15:46
13.31,hmi2,2/21/2018 16:01
13.33,hmi2,2/21/2018 16:16
13.3,hmi2,2/21/2018 16:31
13.23,hmi2,2/21/2018 17:01
13.14,hmi2,2/21/2018 17:16
13.31,hmi2,2/21/2018 17:31
13.32,hmi2,2/21/2018 17:46
13.37,hmi2,2/21/2018 18:16
13.46,hmi2,2/21/2018 18:31
13.46,hmi2,2/21/2018 18:46
13.49,hmi2,2/21/2018 19:01
13.69,hmi2,2/21/2018 19:31
13.67,hmi2,2/21/2018 19:46
13.63,hmi2,2/21/2018 20:01
13.62,hmi2,2/21/2018 20:16
13.57,hmi2,2/21/2018 20:46
13.59,hmi2,2/21/2018 21:01
13.62,hmi2,2/21/2018 21:16
13.63,hmi2,2/21/2018 21:31
13.45,hmi2,2/21/2018 22:01
13.38,hmi2,2/21/2018 22:16
13.34,hmi2,2/21/2018 22:31
13.34,hmi2,2/21/2018 22:46
13.27,hmi2,2/21/2018 23:16
13.19,hmi2,2/21/2018 23:31
13.07,hmi2,2/21/2018 23:46
12.79,hmi2,2/21/2018 0:01
12.64,hmi2,2/21/2018 0:16
12.46,hmi2,2/21/2018 0:46
12.41,hmi2,2/21/2018 1:01
12.38,hmi2,2/21/2018 1:16
12.35,hmi2,2/21/2018 1:31
12.4,hmi2,2/21/2018 2:01
12.38,hmi2,2/21/2018 2:16
12.4,hmi2,2/21/2018 2:31
12.5,hmi2,2/21/2018 2:46
12.61,hmi2,2/21/2018 3:16
12.8,hmi2,2/21/2018 3:31
12.87,hmi2,2/21/2018 3:46
12.86,hmi2,2/21/2018 4:01
12.78,hmi2,2/21/2018 4:31
12.84,hmi2,2/21/2018 4:46
12.9,hmi2,2/21/2018 5:01
12.8,hmi2,2/21/2018 5:16
12.98,hmi2,2/21/2018 5:46
12.98,hmi2,2/21/2018 6:01
12.95,hmi2,2/21/2018 6:16
12.94,hmi2,2/21/2018 6:31
12.9,hmi2,2/21/2018 7:01
12.92,hmi2,2/21/2018 7:16
12.95,hmi2,2/21/2018 7:31
12.93,hmi2,2/21/2018 7:46
13.02,hmi2,2/21/2018 8:16
13.02,hmi2,2/21/2018 8:31
12.85,hmi2,2/21/2018 8:46
12.94,hmi2,2/21/2018 9:01
13.01,hmi2,2/21/2018 9:31
13.01,hmi2,2/21/2018 9:46
13.02,hmi2,2/21/2018 10:01
13.04,hmi2,2/21/2018 10:16
13.01,hmi2,2/21/2018 10:46
13,hmi2,2/21/2018 11:01
12.97,hmi2,2/21/2018 11:16
12.9,hmi2,2/21/2018 11:31
12.69,hmi2,2/21/2018 12:01
12.55,hmi2,2/21/2018 12:16
12.51,hmi2,2/21/2018 12:31
12.49,hmi2,2/21/2018 12:46
12.39,hmi2,2/21/2018 13:16
12.36,hmi2,2/21/2018 13:31
12.37,hmi2,2/21/2018 13:46
12.4,hmi2,2/21/2018 14:01
12.74,hmi2,2/22/2018 0:16
12.39,hmi2,2/22/2018 1:31
12.27,hmi2,2/22/2018 2:46
12.46,hmi2,2/22/2018 4:01
12.56,hmi2,2/22/2018 5:16
12.59,hmi2,2/22/2018 6:31
12.4,hmi2,2/22/2018 7:46
12.55,hmi2,2/22/2018 9:01
12.59,hmi2,2/22/2018 10:16
12.79,hmi2,2/22/2018 11:31
12.67,hmi2,2/22/2018 12:46
12.21,hmi2,2/22/2018 14:01
12.21,hmi2,2/22/2018 15:16
12.51,hmi2,2/22/2018 16:31
12.84,hmi2,2/22/2018 17:46
12.8,hmi2,2/22/2018 19:01
13.07,hmi2,2/22/2018 20:16
13,hmi2,2/22/2018 21:31
12.91,hmi2,2/22/2018 22:46
12.93,hmi2,2/22/2018 0:01
12.65,hmi2,2/22/2018 0:31
12.64,hmi2,2/22/2018 0:46
12.57,hmi2,2/22/2018 1:01
12.46,hmi2,2/22/2018 1:16
12.3,hmi2,2/22/2018 1:46
12.22,hmi2,2/22/2018 2:01
12.19,hmi2,2/22/2018 2:16
12.31,hmi2,2/22/2018 2:31
12.27,hmi2,2/22/2018 3:01
12.41,hmi2,2/22/2018 3:16
12.35,hmi2,2/22/2018 3:31
12.38,hmi2,2/22/2018 3:46
12.6,hmi2,2/22/2018 4:16
12.55,hmi2,2/22/2018 4:31
12.58,hmi2,2/22/2018 4:46
12.67,hmi2,2/22/2018 5:01
12.55,hmi2,2/22/2018 5:31
12.58,hmi2,2/22/2018 5:46
12.6,hmi2,2/22/2018 6:01
12.6,hmi2,2/22/2018 6:16
12.53,hmi2,2/22/2018 6:46
12.38,hmi2,2/22/2018 7:01
12.29,hmi2,2/22/2018 7:16
